codigo_producto;nombre_producto;marca;codigo_bodega;cantidad_inicial;costo_unitario;pvp
9924;BOMBA FRENO GOL 09-10;VARIOS;C-2058;1;26;54
9925;TOMA AGUA VENTO VR6 GOLF AUTOMATICO;VARIOS;037121144J;1;3;27
9926;BOMBA AGUA JETTA GOLF IV 2.0;VARIOS;06A121012A;3;19;38
9927;SOPORTE MOTOR GOLF VENTO L/D;VARIOS;103022755;2;15;41
9928;PALANCA DIRECCIONALES LUCES SANTANA 87;VARIOS;24066;1;10;26
9929;MANIJA EXT POST GOL 98;VARIOS;222231;1;6;13
9930;MANIJA LEVANTAVIDRIOS GOL 98 NEGRA;VARIOS;3.11838E+11;1;2;7
9931;CUBO RUEDA DELT POLO BR FOX;VARIOS;6Q0407621AC;4;23;50
9932;CUBO RUEDA POST POLO BR;VARIOS;8000194054;2;21;56
9933;MANIJA INT GOL 09-10 L/I;VARIOS;762253;0;2;7
9934;MANIJA INT GOL 09-10 L/D;VARIOS;43819;1;2;7
9935;PIÑON CIGUEÑAL POLO GOL 09-12;VARIOS;712108;1;4;16
9936;PERNO RUEDA ;VARIOS;PER;0;1;3
9937;SOPORTE RADIADOR SUP GOL 95-05;VARIOS;39;1;1;5
9938;SOPORTE RADIADOR LATERAL 95-05;VARIOS;43963;1;1;5
9939;SOPORTE ESTABILIZADORA GOLF VENTO;VARIOS;191411315B;1;2;15
9940;BARRA ACOPLAMIENTO POLO FOX GOL JE;VARIOS;6Q0.411.315.C;0;6;15
9941;CHAPA GUANTERA GOLF VENTO;VARIOS;109077755;0;6;13
9942;AXIAL GOLF IV JETTA COMPLETO L/I;VARIOS;1547Y;1;10;26
9943;CHAPA TAPA MOTOR ESCARABAJO;VARIOS;15790;1;10;26
9944;VARILLA ACOPLE CAJA GOL;VARIOS;704826;2;4;17
9945;APOYA BRAZO ESCARABAJO PLASTICO ;VARIOS;113867171E;1;3;10
9946;CHAPA COMPUERTA POST GOL 95/99;VARIOS;222237;1;7;22
9947;FARO DELAN ESCARABAJO;VARIOS;171100095;2;12;35
9948;ACEITE GALON 15W40;VARIOS;15W40;1;0;24
9949;ACEITE GALON SAE 40;VARIOS;SAE40;1;0;24
9950;PALANCA DIRECCIONALES LUCES GOL 95/97;VARIOS;1H0953513C;1;10;26
9951;MOTOR AGUA PLUMAS GOL 1 SALIDA ;VARIOS;069961-0;1;11;23
9952;EMPAQUE  ADM GOL 00-05 ;VARIOS;84737;13;1;4
9953;EMPAQUE  ADM GOL AMAZON SANT;VARIOS;46512F2;5;1;4
9954;EMPAQUE CARTER ASBESTO GOL GOLF VENTO;VARIOS;4641GF2;1;3;10
9955;EMPAQUE TAPA VALVULAS ASBESTO GOL GOLF AMAZON;VARIOS;46960EF;0;3;15
9956;EMPAQUE CABEZOTE POLO BR FOX ASBESTO;VARIOS;82343FLEX;5;11;18
9957;FUNDA EMBRAGUE COMBI 36 LARGA;VARIOS;3260;1;3;12
9958;PALANCA CAMBIOS GOL ;VARIOS;5X0.711.117;0;8;25
9959;PERILLA ASCIENTO GOL 95-98;VARIOS;377881269;2;2;7
9960;SWITCH CAJUELA/COMPUERTA  GOL 09-10;VARIOS;VW CA;1;10;26
9961;MANIJA CAPOT ESCARABAJO;VARIOS;201304;1;2;11
9962;MANIJA EXT GOL 2003;VARIOS;694691;0;7;21
9963;LETRA GLS GOL 95-99;VARIOS;405;6;1;6
9964;LETRA POLO;VARIOS;741081;2;2.5;8
9965;LETRA VOLKSWAGEN;VARIOS;691454;3;2.5;8
9966;LETRA JETTA 2010-14;VARIOS;9694;2;3;10
9967;LETRA GOLF 00-05;VARIOS;723164;6;2.5;9
9968;LETRA GOL 95-99;VARIOS;703539;5;1.5;7
9969;LETRA 1.6 GOL 95-99;VARIOS;701931;2;1.5;7
9970;LETRA 1.8 GOL 95-99;VARIOS;73614;5;1.5;7
9971;LETRA 1.6 GOL 00-05;VARIOS;760600;3;1.5;7
9972;LETRA FOX;VARIOS;750410;2;2;9
9973;LETRA 1.8 GOL 00-05;VARIOS;760534;3;2;7
9974;LETRA GOLF 95-99;VARIOS;9518;2;2;7
9975;EMBLEMA DELANT GOL 07-08 FOX;VARIOS;991;1;3;13
9976;EMBLEMA POST GOLF 95-99;VARIOS;445;1;4;13
9977;LAME VIDRIO GOL EXT  POST  L/I;VARIOS;373839477;3;6;13
9978;LAME VIDRIO GOL EXT  POST  L/D;VARIOS;373839478;4;6;13
9979;LAME VIDRIO GOL INT  POST  L/D;VARIOS;373839482;3;6;13
9980;LAME VIDRIO GOL EXT  DELAN  L/I;VARIOS;373837477;1;6;13
9981;LAME VIDRIO GOL EXT  DELAN  L/D;VARIOS;373837478;1;6;13
9982;LAME VIDRIO GOL INT  DELAN  L/I;VARIOS;373837482;1;6;13
9983;KIT PALANCA CAMBIOS ESCARABAJO;VARIOS;IJQ1PLA;0;16;33
9984;KIT RESORTE PEDAL EMBRAGUE ESCARABAJO;VARIOS;PO4D;1;4;14
9985;CAUCHO PEDAL FRENO EMBRAGE GOLF VENTO;VARIOS;699054;20;0.75;3
9986;TEMPLADOR ALTENADOR POLO B S/POLEA;VARIOS;506;1;10;26
9987;CAUCHO SOPORTE ESCAPE TODOS;VARIOS;NDC30106;10;0.5;3
9988;LUZ PLACA GOL 95;VARIOS;DP3001C;2;4;11
9989;GUARDAPOLVO JUNTA GOLF VENTO L/I;VARIOS;800709940;0;5;13
9990;GUARDAPOLVO PALANCA VARILLAJE GOL;VARIOS;377.711.671.A;3;3;10
9991;GUARDAPOLVO BARRA DIRECCION GOL 00-05;VARIOS;322001;3;1;6
9992;GUARDAPOLVO DELANT  POLO TOPE;VARIOS;K65;5;5;11
9993;GUARDAPOLVO AMORTIGUADOR POST GOL;VARIOS;708176;4;1;10
9994;LIBRE;VARIOS;23016;0;4;13
10000;CAUCHO PEDAL POLO FOX;VARIOS;723384;8;1;4
9995;COBERTOR MANIJA PALANCA NEGRO GOL 01-06;VARIOS;115011;2;5;13
9996;AMORTIGUADOR POST AMAROK 11-17 OJO;VARIOS;106466;3;28;45
9997;ESPIRAL POST GOLF VENTO ;VARIOS;98H023;1;15;47
9998;ESPIRAL DELAT GOLF VENTO ;VARIOS;98H050;2;30;62
9999;MANGUERA FRENO POST ESCARABAJO;VARIOS;4530177;5;3.95;11
10001;EMPAQUE CABEZOTE TIGUAN BEETLE TDI;VARIOS;171010880;0;38;52
10002;RETEN CIGUEÑAL POLO CLASSIC;VARIOS;107754445;1;20;41
10003;RETEN MOTRIZ GOL;VARIOS;2075;3;2;6
10004;RETEN MOTRIZ GOLF VENTO 95-99;VARIOS;V-103267;0;2;6
10005;RETEN MOTRIZ POLO BR;VARIOS;V10-3330;1;2;7
10006;RETEN GUIA VALVULA 6 MM POLO BR 1.6;VARIOS;04-1177;5;0.6;2
10007;KIT RETEN EJE TRANSMICION  GOLF VENTO 95-99;VARIOS;20498085;10;3;9
10008;RETEN EJE TRANSMICION  POLO;VARIOS;7452;3;2;7
10009;RELAY CAMBIO LUCES 3 P;VARIOS;1109;0;3;15
10010;SWITCH DESEMPAÑADOR GOLF VENTO 95-99;VARIOS;1H0959621;2;4;16
10011;TAPA GAS ESCARABAJO C/LLAVE;VARIOS;738001;2;5;13
10012;TERMOSTATO POLO DESARMABLE;VARIOS;TH627487;1;5;15
10013;TERMOSTATO POLO DESARMABLE C/TOMA;VARIOS;VT24587CT;0;9;19
10014;BUJE PUENTE DELAN FIBRA ESCARABAJO;VARIOS;BT;1;3;8
10025;SENSOR TEMP  AMAZ SANT S/S;VARIOS;2001;3;6;13
10015;GRAPA NIQUELADO ESCARABAJO;VARIOS;GRAP;71;0.1;1
10016;LUZ PLACA SEDAN;VARIOS;739;2;3;10
10017;REJILLA TABLERO SUP GOL 00-04;VARIOS;DF120P;3;2;7
10018;FOCO 1 CONTACTO AMARILLO DESIGUAL;VARIOS;667101;36;1;3
10019;FOCO 1 CONTACTO AMARILLO RECTO;VARIOS;6607107;7;1;3
10020;FOCO 2 CONTACTO AMARILLO RECTO;VARIOS;522907;10;1;3
10021;FOCO H7 55W GOLF IV POLO 2070;VARIOS;FH7;6;2.5;7
10022;FOCO UÑA GRANDE;VARIOS;10;10;0.5;2
10023;TROMPO ACEITE SANTANA;VARIOS;13012;2;3;11
10024;TROMPO RETRO AMAZ SANT GOL 95;VARIOS;551;1;6;14
10026;SENSOR TEMP 1 PIN GOL 95-98;VARIOS;4053;2;6;13
10027;PALANCA PLASTICA GOLF VENTO GRANDE;VARIOS;PA66;1;1;6
10028;PALANCA PLASTICA GOLF VENTO MEDIANA;VARIOS;191711595A;0;2;2
10029;GUIA VALVULA 6 MM;VARIOS;GUA;3;2;6
10030;BUJE TOMATE GOLF VENTO;VARIOS;BUJ;6;1;3
10031;SURTIDOR AGUA GOL AMAZ SANT;VARIOS;SUR;2;2;8
10032;SOPORTE MOTOR FRONTAL CARROCERIA GOL;VARIOS;1046;1;6;16
10033;TAPON CAJA CAMBIO GOL 00-05;VARIOS;N38335;1;2;7
10034;TAPAGRASERO KOMBI IZQ;VARIOS;KAM;1;2;7
10035;RETEN VARILLA GOLF VENTO;VARIOS;RED;9;1;3
10036;MODULO ENCENDIDO AMAZ SANT;VARIOS;15587;0;5;37
10037;REGULADOR PRECION GAS GOL GOLF;VARIOS;469;0;8;25
10038;ESPEJO RETROVISOR L/D ESCARABAJO;VARIOS;LS301;2;5;13
10039;TAPAGRASERO ESCARABAJO INYECCION L/I;VARIOS;TAPA;2;1;4
10040;POLEA TEMPLADOR ACANALADA GOL 00-05 ;VARIOS;52021;0;9;29
10041;SWITCH LUCES GOL 00-03 C/H;VARIOS;17066;0;15;37
10042;CONECTOR ENTRADA GAS GOL GRAND;VARIOS;QC004;3;3;7
10043;CONECTOR ENTRADA GAS GOL PEQUEÑ;VARIOS;N25461;0;3;7
10044;VARILLA BOMBA GAS 100MM;VARIOS;133127307A;0;2;11
10045;TOMA AGUA CODO POLO BR;VARIOS;032121118D;1;1;7
10046;TOMA AGUA S/TEM BORA 2008;VARIOS;TM;0;50;68
